attraction_id,attraction,description,duration,images
1159,https://tripadvisor.ca/AttractionProductDetail-g182183-d12577061-Rock_Climbing-Mont_Tremblant_Quebec.html,"Learn to rock climb while on vacation in Mont Tremblant with this half-day activity. Perfect for those first-time climbers without prior experience, this class gives a full introduction to rock climbing. Even families with children can conquer the wall and learn how to belay at the Tremblant Activity Centre with the instruction and supervision of the world-class guides.
Read more",2h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/97/fa/50.jpg"");"
1162,https://tripadvisor.ca/AttractionProductDetail-g154948-d11466137-Snowmobile_Trailblazer_Tour_for_Advanced_Riders-Whistler_British_Columbia.html,"Reach new heights and thrills levels on this advanced-level snowmobile adventure in Whistler. Receive personal coaching on coastal-mountain sledding and single-track riding skills. Choose from two different tours, and blaze your way into the backcountry trails of Cougar Mountain, located just a 10-minute drive from Whistler Village. This outing is for single drivers only.
Read more",2h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/44/e2.jpg"");"
1163,https://tripadvisor.ca/AttractionProductDetail-g154966-d16709784-Rainbow_Village_Aurora_Tour-Yellowknife_Northwest_Territories.html,"Watch the beautiful Aurora Borealis (Northern Lights) in the small wooden houses. There are 6 different types of multicolored wooden houses for a great background in your pictures. A great place for aurora viewing in the night. Cozy warm feeling while gazing at Northern Lights in the skies. We welcome you to join this wonderful Aurora tour.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/36/85/27.jpg"");"
1164,https://tripadvisor.ca/AttractionProductDetail-g154943-d15633383-Multi_Day_West_Coast_Overlanding_Adventure-Vancouver_British_Columbia.html,"Experience one of Canada's most beautiful attractions with this West Coast Overlanding Adventure! Choose to explore British Columbia's rugged coastline or the picturesque Canadian Rocky Mountains in one of our Jeeps fully-equipped with a roof top tent and all of the necessary camping and cooking gear neatly organized in a tailgate kitchen. In addition to providing you with the tools necessary to feel confident exploring our beautiful backyard we work with you to create a custom trip plan that suits all of your adventure wants and needs. Pack your bags and leave your stresses behind as you step into one of our vehicles and embark on a journey of a life time!

For more information please visit us at: https://www.hastingsoverland.com/canadian-signature-experience/
Read more",7â€“21 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/7e/75/a5.jpg"");"
1165,https://tripadvisor.ca/AttractionProductDetail-g182183-d14917121-Go_Karting_Academy-Mont_Tremblant_Quebec.html,"Satisfy your need for speed while racing along the track in the hills of Mont-Tremblant, for an experience that the whole family will love. Learn how to safely take your Enduro-Kart around the circuit while improving your driving skills. The go-karts can reach over 50 mph (85 kph) and are suitable for ages 13 and up.
Read more",45â€“60 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/6a/14.jpg"");"
1166,https://tripadvisor.ca/AttractionProductDetail-g155023-d15633403-Anne_of_Green_Gables_Adventure_Private_Tour_for_7_12_Passengers-Charlottetown_Prince_Edward_Island.html,"This tour is for the ultimate Anne fan! This tour will also delight those fascinated by the beauty of PEI as described by The Anne of Green Gables author L.M. Montgomery in her novels. This tour highlights the inspiration behind the world-famous Anne of Green Gables series and highlights parts of L.M. Montgomery's life. Visit the Anne of Green Gables Museum in Park Corner, Green Gables Heritage Place, and much more. 

Tour Duration: 5 hours
Read more",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/d8/1a.jpg"");"
1168,https://tripadvisor.ca/AttractionProductDetail-g154948-d11781527-Pemberton_Half_Day_Trolling_Tour-Whistler_British_Columbia.html,"Trolling, using downriggers and surface lines with creek mouth casting opportunities at certain times of the year. Fishing for large rainbow trout, bull trout & Kokanee (landlocked sockeye salmon) not uncommon to catch 10+lb Trout! Pemberton Fish Finder Owner Brad Knowles has been catching huge fish in this area since he was knee high to a caddis fly, but even he got started by trolling the lakes. Fish Finder guides know where the fish are biting and when so they'll help you get lines deep, on the surface, or (maybe even into some season creek mouth casting) in search of lunker rainbow trout, bull trout and Kokanee, a type of landlocked salmon. 

Fish upwards of 10 pounds are not uncommon and lake trolling is perfect for families and kids. 

Get the net kids!
Read more",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/71/bb.jpg"");"
1174,https://tripadvisor.ca/AttractionProductDetail-g154943-d11474431-Whistler_Exotic_Car_Driving_Experience-Vancouver_British_Columbia.html,"Encounter the Canadian wilderness at its most thrilling with a full-day exotic car experience from Vancouver to Whistler. Enjoy the freedom of 140 miles (225 km) of open road on the Sea to Sky highway as you take the wheels of Lamborghini, Ferrari, Audi and Nissan racecars. Steer past soaring peaks and thick forests, deep valleys and rushing streams. Pause for a relaxing lunch in Whistler, before starting your engine for the scenic return trip to Vancouver.
Read more",7h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/7d/4d/72.jpg"");"
1175,https://tripadvisor.ca/AttractionProductDetail-g154948-d11446349-Advanced_Backcountry_Snowmobile_Expedition-Whistler_British_Columbia.html,"Enjoy high-octane thrills in Canadaâ€™s snowy wilderness on this 4-hour advanced backcountry snowmobile expedition in Whistler. Hop aboard your snowmobile, and open the throttle before zooming deep into the Callaghan Valley. Follow your guide along winding mountain trails, and enjoy panoramic views over some of the regionâ€™s most beautiful scenery. Explore hidden valleys and rolling hillsides, and test your snowmobiling skills against the varied terrain. Navigate frozen lakes with your guide, and carve through the deep powder fields. En route, replenish lost energies with a delicious lunch.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/dd/15/8f.jpg"");"
1176,https://tripadvisor.ca/AttractionProductDetail-g154948-d11446352-Blackcomb_Sunset_Jeep_Tour-Whistler_British_Columbia.html,"Watch the daylight dwindle over Canadaâ€™s breathtaking peaks and valleys on this Blackcomb sunset tour. Hop into your 4x4 vehicle and head up to a cabin nestled high on Blackcomb Mountain with your guide. Enjoy panoramic views over Whistler Village and the Coast Mountain Range beyond from your vantage point on the high mountainside. As the sun begins its slow descent on the horizon, watch the skies turn all the colors of the rainbow and marvel at the beautiful â€˜alpine glowâ€™ before returning back to base.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/f8/c2/2c.jpg"");"
1177,https://tripadvisor.ca/AttractionProductDetail-g154943-d11482289-Bowen_Island_Full_Day_Tour-Vancouver_British_Columbia.html,"Bowen Island offers scenic coastal terrain and views of Howe Sound within day-trip distance of Vancouver, BC. Explore the islandâ€™s trails, overlooks, and forest with a hiking guide on a full-day tour of Bowen Island that includes hotel pickup and drop-off in Vancouver or Richmond, ferry tickets, snacks, and water.
Read more",9h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/39/52.jpg"");"
1178,https://tripadvisor.ca/AttractionProductDetail-g154911-d11487030-Snowshoe_in_Kananaskis_Country-Banff_Banff_National_Park_Alberta.html,"Travel up 984 feet (300 meters) to a sub-alpine lake during this snowshoe tour in Kananaskis Country. With snowshoe rental included, follow your guide across the snow-covered ground as you catch sight of the Canadian Rockies. Take in other views of the nearby towering cliffs and wintery wilderness as you go.
Read more",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/25/21/56.jpg"");"
1179,https://tripadvisor.ca/AttractionProductDetail-g155025-d13009294-Mega_Ziplines_and_Snowshoe_Mont_Tremblant_2_5h-Quebec.html,"Mont Tremblant may be known for its skiing, but adventure seekers can find much more to get the adrenaline pumping at Quebec's favorite mountain destination. With this zipline experience, start with a guided tour by snowshoe, warm up in a heated teepee, and descend on two speedy ziplines, cruising at more than 350 feet (106 meters) above the ground.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/6a/01.jpg"");"
1181,https://tripadvisor.ca/AttractionProductDetail-g155019-d11474513-5_Hour_Exotic_Car_Experience_including_Lunch-Toronto_Ontario.html,"Drive over one million dollarâ€™s worth of supercars on this 5-hour exotic car experience in Hamilton, Ontario. Get performance, handling and safety training from a professional instructor, then traverse the back roads of Niagaraâ€™s wine country in a Ferrari, Lamborghini, Audi, Porsche, Nissan and/or Tesla automobile. Choose from a single- or dual-driver ride and buckle up for the adrenaline-filled experience of a lifetime. Includes lunch at the Keg Steakhouse and Bar in Hamilton.
Read more",6h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0d/0c/a9/56.jpg"");"
1182,https://tripadvisor.ca/AttractionProductDetail-g154911-d15142435-Snowcat_Snowshoe_Adventure-Banff_Banff_National_Park_Alberta.html,"You've never tried anything like this before! Go deep with us at Fortress Mountain this winter where our snowcat lift offers exclusive access to hidden terrain made famous in Hollywood blockbusters ""The Revenant"", ""inception"" and ""The Bourne Legacy"".  Snowshoe through surreal wintery landscapes, towering peaks and pristine powder snow. Hot Chocolate & fresh-baked cookies included.
Read more",6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/35/fe/c6.jpg"");"
1183,https://tripadvisor.ca/AttractionProductDetail-g154948-d11461088-Treetop_Adventure_Course-Whistler_British_Columbia.html,"Pull on your harness and enjoy high-altitude adventure in the forest on this 3.5-hour aerial treetop course in Whistler. Choose the course to suit your ability, from mild to wild, and test your nerve on a series of thrilling high-rope challenges in the Canadian wilderness. Navigate hair-raising courses up to 60 feet (18 meters) in the air or opt for a relaxing route through the woods. Make your way over spinning balls in the treetops, leap across rolling logs and swing through the air on Tarzan ropes!
Read more",3h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/44/e8.jpg"");"
1184,https://tripadvisor.ca/AttractionProductDetail-g154960-d14928103-Hampton_Outdoors_Adventure-Saint_John_New_Brunswick.html,"The tour will include a stop at Reversing Falls. We will make the 45 scenic min drive to the town of Hampton . Our first stop will be Firefly Recreation , where you will get to play mini golf or have some time on the driving range. . From there we will enjoy a delicious lunch at one of the main charming restaurants in the town . After lunch, enjoy a walk through the beautiful Acadian Forest of Dutch Point Park, in Hampton, New Brunswick. The forests and marshes of Hampton are home to pileated woodpeckers, turkey vultures, great blue herons, bald eagles, osprey, beavers, muskrat, white tailed deer, and many song birds. Learn about the local environment, get some exercise, and participate in hands-on nature activities for children. 
 You will be taken back to the the reversing falls to see the tides in flowing in a completely different direction. 
Tour duration 6 Hours

Note: all of these activities including food and beverage are included in the price of the tour.
Read more",6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/f0/84/51.jpg"");"
1185,https://tripadvisor.ca/AttractionProductDetail-g154979-d11995005-Niagara_Beach_Horseback_Ride-Ontario.html,"Escape from the crowded tourist spots and discover the great outdoors near iconic Niagara Falls with a 90-minute horseback ride along the beaches of the Niagara region. Led by experienced guides â€” and gentle horses â€” explore the Wainfleet Wetlands Conservation Area and the breathtaking countryside of Ontario, Canada. After some brief instruction, follow part of the only bog wetland in the Niagara Peninsula. Perfect for beginners and experienced riders alike. The use of a helmet is included, if desired.
Read more",1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/df/2f/6f.jpg"");"
1187,https://tripadvisor.ca/AttractionProductDetail-g181771-d11463889-Overnight_Camping_and_River_Rafting_Trip_in_Squamish-Squamish_British_Columbia.html,"Explore British Columbiaâ€™s rugged wilderness on this 2-day camping and river-rafting trip in Squamish. Pull on your safety gear and paddle through the Elaho Riverâ€™s class III and IV rapids with your guide. Navigate wild twists and turns through Canadaâ€™s Coast Mountain range. As the sun sets and night starts to fall, pitch camp by the fireside and fall asleep under the stars. Next morning, awake to coffee and pancakes, then pack your camping kit back into your raft and paddle onward to the end of your rafting adventure.
Read more",2 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/36/d6/7f.jpg"");"
1189,https://tripadvisor.ca/AttractionProductDetail-g154911-d11463929-Day_Hike_in_the_Rocky_Mountains-Banff_Banff_National_Park_Alberta.html,"Take a walk through a real-life â€˜postcardâ€™ during this 7-hour hike amidst the sublime scenery of the Canadian Rockies. Join a knowledgeable local guide on the trails near Lake Louise, pausing as you walk to admire the local geology, plants and animals that make up this stunningly beautiful place. Depending on the season youâ€™ll also enjoy majestic snow-capped peaks, blooming wildflowers or rainbow-hued fall colors. Pack some snacks to ensure you stay fueled up during your trek.
Read more",6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/22/52/d5.jpg"");"
1190,https://tripadvisor.ca/AttractionProductDetail-g154962-d14782022-Beothuk_Falls_Nature_Float-Newfoundland_and_Labrador.html,"Natural beauty abounds in Newfoundland, and though travelers typically enjoy a nature excursion or two, few experience real backcountry, to enjoy the unspoiled wilderness. On this guided river float adventure, head upstream of Beothuk Falls and hop in a boat for a gentle wilderness cruise down the Exploits River. Along the way, learn about the river and Beothuk people from your guide, and take in views of a spectacular waterfall and verdant forests.
Read more",4h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/72/3d.jpg"");"
1191,https://tripadvisor.ca/AttractionProductDetail-g154943-d11469312-Private_Salmon_Fishing_Charter_from_Vancouver_for_up_to_4_people-Vancouver_British_Columbia.html,"Enjoy the excitement of salmon fishing on this private, full-day adventure for up to four people from Vancouver. Navigate the Fraser River, the longest river in British Columbia, en route to the Pacific Ocean for six or eight hours of Pacific salmon and Dungeness crab fishing with a professional guide. Learn proven techniques for catching salmon, enjoy the scenic view and look for a wide variety of marine wildlife, fish and sea mammals along the way.
Read more",1â€“10 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/e0/27/d6.jpg"");"
1192,https://tripadvisor.ca/AttractionProductDetail-g154962-d14782023-Exploits_Canyon_Rafting-Newfoundland_and_Labrador.html,"Experience the biggest whitewater on the island as you raft through the stunning and unique Exploits River Canyon.  This two hour whitewater rafting adventure will provide you with non-stop thrills from start to finish.  Experience is not required however you want to make sure you are comfortable with the water as you will be soaked the entire time, and may even be thrown from the raft!  This is the ultimate thrill ride!   This trip is suitable for people 12yrs+ and runs three times daily.

The Exploits Canyon Run includes admission to the Salmonid Interpretation Centre, which is well worth a visit to learn about the salmon that make the journey up the Exploits River every summer. 
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/72/2b.jpg"");"
1193,https://tripadvisor.ca/AttractionProductDetail-g154962-d14782024-Badger_Chute_Sunset_Express-Newfoundland_and_Labrador.html,"Experience the famous Exploits River in Central Newfoundland with a guided rafting tour.  The Badger Chute Rafting Adventure is a family-friendly white water rafting adventure that features some exciting rapids while still being appropriate for youth as young as 5 an also non-swimmers.  It is a perfect trip for families and anyone that wants to spend an entire day out on the river playing in rapids and taking in the beautiful scenery of the Exploits River.  There is no minimum booking, single bookings are welcome as well!
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/72/28.jpg"");"
1194,https://tripadvisor.ca/AttractionProductDetail-g154979-d13279286-Discover_Ontario_Winter_with_a_Snowmobile_Tour-Ontario.html,"Snowmobile through the snowy forests of Muskoka, the most famous tourist attraction in Ontario. Head to one of Muskoka Lakes and enjoy the waterfall views on this 3-hour Tour. Pilot your own Snowmobile through the winter landscape, stop to explore the trails. This tour provides the perfect mix of excitement and the best of natureâ€™s winter beauty.
-Orientation on a Snowmobile
-Drive your own snowmobile over snowy forest trails 
-Stop at the Oxtongue Waterfall to explore & photos
-Head to Oxtongue Frozen Lake
Read more",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/dc/93.jpg"");"
1196,https://tripadvisor.ca/AttractionProductDetail-g2269265-d11480028-Fraser_River_Half_Day_Fishing_Adventure_for_Salmon_or_Sturgeon-Fraser_Lake_British_Columbia.html,"Set off to make the big catch on this half-day, guided fishing excursion along the scenic Fraser River. Cast a line in this fishing hot-spot to reel in a massive sturgeon or salmon and get tips from your pro-guides while onboard the fully equipped, high-powered boat.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/8e/35/9b.jpg"");"
1197,https://tripadvisor.ca/AttractionProductDetail-g154913-d12912636-Private_Group_Ski_Transfer_Calgary_to_Fernie-Calgary_Alberta.html,"Enjoy a hassle-free transfer to Fernie from Calgary with this private mini bus shuttle transfer, with space for up to 15 passengers and all your luggage and ski gear. Avoid the stress of navigating mountain roads in a rental car, and travel at a time that suits your schedule. Includes pickup from the airport or any hotel in Calgary and drop-off at select Fernie hotels.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/60/00.jpg"");"
1198,https://tripadvisor.ca/AttractionProductDetail-g154948-d11469497-Whistler_Premium_Ski_Rental_Including_Delivery-Whistler_British_Columbia.html,"Avoid the chaos of ski rental facilities while in Windsor with this premium ski rental that includes delivery right to your hotel. You choose the day and time, and a technician brings your ski equipment to you, and lets you try it on to make sure you feel comfortable in it. Plus, after your rental time is up, you just arrange a time for pickup and sit back and relax.
Read more",5 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/0e/6f.jpg"");"
1199,https://tripadvisor.ca/AttractionProductDetail-g154948-d11469498-Whistler_Premium_Snowboard_Rental_Including_Delivery-Whistler_British_Columbia.html,"With gentle bowls, forested glades, and terrain for all levels, Whistler is a snowboarderâ€™s dream destinationâ€”but the equipment rental shop queues can be long. With this snowboard and boot hire serviceâ€”aimed at beginner to intermediate ridersâ€”book your gear in advance and beat the queues. With in-house fitting at your condo plus piste-side servicing included, reach the slopes faster and make the most of your time in Whistler.
Read more",5 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/0e/71.jpg"");"
1200,https://tripadvisor.ca/AttractionProductDetail-g154948-d11469500-Whistler_Snowboard_Rental_Package_Including_Delivery-Whistler_British_Columbia.html,"Whistler ranks among the finest ski resorts in Canada, but arranging ski hire on arrival cuts into precious mountain time. With this 2- to 5-day snowboard rental package, arrange your hire in advance and make the most of your time in the mountains. The premium delivery service comes straight to your accommodationâ€”with custom fitting to ensure a perfect fitâ€”and the slope-side service means youâ€™re assured working kit throughout your stay.
Read more",5 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/0f/7b.jpg"");"
1201,https://tripadvisor.ca/AttractionProductDetail-g2269265-d11480114-Fraser_River_Full_Day_Fishing_Adventure_for_Salmon_or_Sturgeon-Fraser_Lake_British_Columbia.html,"Hop on board the fully equipped jet boats for a day of fishing on the Fraser River. Known among anglers for its fall salmon run and its sturgeon fishing the Fraser is a great place to fish. Our fully insured guides take you out on the river to the best spots to spend an enjoyable day.
Read more",8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7b/23/bd.jpg"");"
1202,https://tripadvisor.ca/AttractionProductDetail-g154948-d11482782-Call_of_the_Wild_ATV_Tour-Whistler_British_Columbia.html,"Calling all adventure lovers, this private 3-hour ATV tour allows you to drive through the rugged terrains and spectacular landscapes of Callaghan Valley at your own speed. Following your guide, youâ€™ll follow a 2.5-mile (4-km) off-road track that leads to rivers, streams, and mountain viewpoints. A valid driving license is required for this activity, which is only suitable for single riders.
Read more",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/42/e0.jpg"");"
1206,https://tripadvisor.ca/AttractionProductDetail-g154935-d14937546-Nanaimo_Downtown_Harbour_Zipline-Nanaimo_Vancouver_Island_British_Columbia.html,"Zipline in the heart of downtown Nanaimo. The Zipline's incredible view of the park and ocean make it a must-do experience for anyone 7 and older. Ready, set, and FLY over 400 ft (112m) across Nanaimo's Maffeo Sutton Park while taking in the picturesque views of the Nanaimo harbour full of sailboats and coastal islands as you soar up to 50 ft (15 m) in the air. WildPlay's enthusiastic guides are always happy to help you feel at ease while getting ready to go on this scenic adventure. 
Read more",10â€“20 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/67/f9.jpg"");"
1207,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469631-Nanaimo_Bungy_Jump-Nanaimo_Vancouver_Island_British_Columbia.html,"Take the leap of a lifetime on this bungy-jump tour at WildPlay Nanaimo on Vancouver Island. Feel the adrenaline rush as you plummet 150 feet from a trestle bridge over the Nanaimo River. With help from a certified Jump Master, you choose from six levels and 15 styles for your initial jump and work your way up from there. Start with the Swan Dive and earn bragging rights with the Big Bobowski. Want proof of your fearlessness? Upgrade to include a GoPro that captures your experience on camera.
Read more",15â€“60 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/77/92/cd.jpg"");"
1208,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469633-40_Minute_Nanaimo_Zipline_Adventure-Nanaimo_Vancouver_Island_British_Columbia.html,"Fly through the air high above the Nanaimo River gorge on this guided zipline tour. From 100 feet (30.5 meters) above the river, youâ€™ll cross the entire length of the park in two quick and easy flights that span 300 and 600 feet (91 and 182 meters) each. Plus, pass beneath the â€œBungee Jumpâ€ bridge, which is famous for offering six levels of bungee jumps.
Read more",40m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/67/f6.jpg"");"
1209,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469634-Nanaimo_Kid_Aerial_Adventure-Nanaimo_Vancouver_Island_British_Columbia.html,"Enjoy a thrill ride on the Aerial Adventure Course at WildPlay Nanaimo in British Columbia, Canada. Climb, ride the zip line, jump, and swing through obstacle games. Young guests navigate log ladders, cargo nets, rope swings, tightropes, swinging logs, wobbly bridges, and more aerial surprises that gradually become higher and more challenging. This family friendly activity is available for anyone five years of age and older.
Read more",45â€“90 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3d/52/f0.jpg"");"
1210,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469635-Nanaimo_Classic_Adventure_Course-Nanaimo_Vancouver_Island_British_Columbia.html,"Just a quick trip beyond central Vancouver, WildPlay Nanaimo offers a thrilling way to immerse yourself in nature. Make a booking in advance to secure your place, and get ready to take part in a treetop obstacle course, located up to 45 feet (14 meters) above the forest floor. Depending on your experience and preferences, you can choose from several different courses, try swings and bungee jumps, and other safe, adventurous challenges.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3d/53/82.jpg"");"
1211,https://tripadvisor.ca/AttractionProductDetail-g154922-d11469643-Maple_Ridge_Aerial_Adventure_Course-British_Columbia.html,"Conquer your fear of vertigo or heights with the Aerial Adventure Course, an outdoor park in Maple Ridge of aerial obstacle games and ziplines. Designed for adults, kids and groups, this course provides the perfect entertainment and bonding activity for families. Begin with ziplines at just six feet off the ground with the classic package. Or, upgrade to try higher ziplines and obstacles, or the Whatâ€™s To Fear Jump, a loose-line plunge from 40 feet high. See you at the Tarzan Swing!
Read more",1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/67/f8.jpg"");"
1212,https://tripadvisor.ca/AttractionProductDetail-g154948-d11472431-Whistler_Half_Day_Spin_Fishing-Whistler_British_Columbia.html,"Walk and Wade River Systems or Fish Stillwater by use of Single Person Flotation devices (Vboats) depending on time of year. For opportunities to catch Rainbow Trout, Bull Trout, Cutthroat Trout, Chinook Salmon, Sockeye Salmon, Coho Salmon, Chum Salmon and Pink Salmon. Small Lake Vboat is set for Age 10 and up, however the River option is perfect for all ages and abilities.

Big scenery & hungry fish! Explore an untamed Coast Mountain River on foot and get into some of our favourite pools or quiet of pristine lake from your self-powered, single person inflatable Vboat. On this 5hour option, our professional guides will get you on the best fishing option for the time of season.

May 20th - July 5th is strictly Small Boat Vboat Opportunities. This is the time frame of the freshet making the rivers too high and fast to fish. 
Read more",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/c8/78/79.jpg"");"
1213,https://tripadvisor.ca/AttractionProductDetail-g154979-d15005761-Axe_Throwing_at_BATL_The_Backyard_Axe_Throwing_League_in_Kitchener_Waterloo-Ontario.html,"Our axe throwing voucher lasts approximately one hour, and includes one-on-one instruction on how to safely throw an axe from our expert instructors. This offer is only valid from 6pm - 9pm Friday, 12pm - 3pm Saturday and 2pm - 5pm Sunday. Our coaches will be on hand to teach those who have never thrown an axe before, and offer tips on technique for more experienced throwers. Similar to public skating, skiing or swimming â€“ throwing takes place on shared lanes in a public setting, and guests may need to make allowance for other participants based on guidance from your BATL coach. Participation amount may vary based on total attendance. Spectators of all ages are welcome and only charged a fee if they decide to throw an axe. Minimum age of 16 years old to throw.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/23/97.jpg"");"
1214,https://tripadvisor.ca/AttractionProductDetail-g60974-d15681969-Winter_Hiking_Tour_at_Henry_of_Pelham_Winery-Buffalo_New_York.html,"Make the most of your winter vacation in St. Catharines with a 2-hour hiking tour around Henry of Pelham Winery. Follow your guide through the vineyards and keep your eyes peeled for wildlife, as you discover the history of the Pelham family. Break for fireside snacks and learn about the culture and traditions of First Nations people. Lastly, stop at a 19th century tavern and taste four wines of your choosing.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/01/4c/25.jpg"");"
1215,https://tripadvisor.ca/AttractionProductDetail-g182183-d13382714-Small_Private_Sleighride-Mont_Tremblant_Quebec.html,"Mont-Tremblant is famous for its outdoor adventure opportunities, with activities suited to visitors of all ages. On this family-friendly tour, enjoy a private sleigh ride through the forested wilderness outside Tremblant resort with your guide. Wrapped up comfortably against the cold winter airâ€”with traditional Percheron horses harnessed aheadâ€”traverse snowy fields and pine forests, and enjoy fine views over the mountain scenery.
Read more",45m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/6a/05.jpg"");"
1216,https://tripadvisor.ca/AttractionProductDetail-g154943-d14226868-Guided_Sunset_Hiking_Tour_transportation_guide_snacks_included-Vancouver_British_Columbia.html,"Outside Vancouver, the North Shore Mountains offer the chance to escape into the British Columbian wildernessâ€”but it can be easy to get lost exploring the hiking trails independently. On this tour, enjoy round-trip transport from downtown Vancouver by air-conditioned vehicle and delve into the Canadian wilderness with your guide. Admire uninterrupted views over the surrounding peaks and valleys.
Read more",6â€“8 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/5d/9f.jpg"");"
1217,https://tripadvisor.ca/AttractionProductDetail-g60811-d14226890-NIAGARA_FALLS_ONTARIO_4_DAYS_BUS_TOUR_from_Baltimore-Baltimore_Maryland.html,"With this four days tour, go on a spree to visit the most prestigious locations in Niagara Falls, Ontario.

THREE NIGHTS STAY IN DOUBLE TREE FALLSVIEW RESORT & SPA BY HILTON NIAGARA FALLS WITH BREAKFAST BUFFET

Among the most beautiful natural wonders in the world, Niagara Falls are comprised of three waterfalls that thunder and astound, producing a higher flow rate than any other waterfall in the world and standing at a height of 167 feet.
Read more",4 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7b/1f/20.jpg"");"
