attraction_id,attraction,description,duration,images
1187,https://tripadvisor.ca/AttractionProductDetail-g181771-d11463889-Overnight_Camping_and_River_Rafting_Trip_in_Squamish-Squamish_British_Columbia.html,"Explore British Columbia’s rugged wilderness on this 2-day camping and river-rafting trip in Squamish. Pull on your safety gear and paddle through the Elaho River’s class III and IV rapids with your guide. Navigate wild twists and turns through Canada’s Coast Mountain range. As the sun sets and night starts to fall, pitch camp by the fireside and fall asleep under the stars. Next morning, awake to coffee and pancakes, then pack your camping kit back into your raft and paddle onward to the end of your rafting adventure.",2 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/36/d6/7f.jpg"");"
1189,https://tripadvisor.ca/AttractionProductDetail-g154911-d11463929-Day_Hike_in_the_Rocky_Mountains-Banff_Banff_National_Park_Alberta.html,"Take a walk through a real-life ‘postcard’ during this 7-hour hike amidst the sublime scenery of the Canadian Rockies. Join a knowledgeable local guide on the trails near Lake Louise, pausing as you walk to admire the local geology, plants and animals that make up this stunningly beautiful place. Depending on the season you’ll also enjoy majestic snow-capped peaks, blooming wildflowers or rainbow-hued fall colors. Pack some snacks to ensure you stay fueled up during your trek.",6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/22/52/d5.jpg"");"
1190,https://tripadvisor.ca/AttractionProductDetail-g154962-d14782022-Beothuk_Falls_Nature_Float-Newfoundland_and_Labrador.html,"Natural beauty abounds in Newfoundland, and though travelers typically enjoy a nature excursion or two, few experience real backcountry, to enjoy the unspoiled wilderness. On this guided river float adventure, head upstream of Beothuk Falls and hop in a boat for a gentle wilderness cruise down the Exploits River. Along the way, learn about the river and Beothuk people from your guide, and take in views of a spectacular waterfall and verdant forests.",4h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/72/3d.jpg"");"
1191,https://tripadvisor.ca/AttractionProductDetail-g154943-d11469312-Private_Salmon_Fishing_Charter_from_Vancouver_for_up_to_4_people-Vancouver_British_Columbia.html,"Enjoy the excitement of salmon fishing on this private, full-day adventure for up to four people from Vancouver. Navigate the Fraser River, the longest river in British Columbia, en route to the Pacific Ocean for six or eight hours of Pacific salmon and Dungeness crab fishing with a professional guide. Learn proven techniques for catching salmon, enjoy the scenic view and look for a wide variety of marine wildlife, fish and sea mammals along the way.",1–10 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/e0/27/d6.jpg"");"
1192,https://tripadvisor.ca/AttractionProductDetail-g154962-d14782023-Exploits_Canyon_Rafting-Newfoundland_and_Labrador.html,"Experience the biggest whitewater on the island as you raft through the stunning and unique Exploits River Canyon.  This two hour whitewater rafting adventure will provide you with non-stop thrills from start to finish.  Experience is not required however you want to make sure you are comfortable with the water as you will be soaked the entire time, and may even be thrown from the raft!  This is the ultimate thrill ride!   This trip is suitable for people 12yrs+ and runs three times daily.

The Exploits Canyon Run includes admission to the Salmonid Interpretation Centre, which is well worth a visit to learn about the salmon that make the journey up the Exploits River every summer. ",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/72/2b.jpg"");"
1193,https://tripadvisor.ca/AttractionProductDetail-g154962-d14782024-Badger_Chute_Sunset_Express-Newfoundland_and_Labrador.html,"Experience the famous Exploits River in Central Newfoundland with a guided rafting tour.  The Badger Chute Rafting Adventure is a family-friendly white water rafting adventure that features some exciting rapids while still being appropriate for youth as young as 5 an also non-swimmers.  It is a perfect trip for families and anyone that wants to spend an entire day out on the river playing in rapids and taking in the beautiful scenery of the Exploits River.  There is no minimum booking, single bookings are welcome as well!",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/72/28.jpg"");"
1194,https://tripadvisor.ca/AttractionProductDetail-g154979-d13279286-Discover_Ontario_Winter_with_a_Snowmobile_Tour-Ontario.html,"Snowmobile through the snowy forests of Muskoka, the most famous tourist attraction in Ontario. Head to one of Muskoka Lakes and enjoy the waterfall views on this 3-hour Tour. Pilot your own Snowmobile through the winter landscape, stop to explore the trails. This tour provides the perfect mix of excitement and the best of nature’s winter beauty.
-Orientation on a Snowmobile
-Drive your own snowmobile over snowy forest trails 
-Stop at the Oxtongue Waterfall to explore & photos
-Head to Oxtongue Frozen Lake",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/dc/93.jpg"");"
1196,https://tripadvisor.ca/AttractionProductDetail-g2269265-d11480028-Fraser_River_Half_Day_Fishing_Adventure_for_Salmon_or_Sturgeon-Fraser_Lake_British_Columbia.html,"Set off to make the big catch on this half-day, guided fishing excursion along the scenic Fraser River. Cast a line in this fishing hot-spot to reel in a massive sturgeon or salmon and get tips from your pro-guides while onboard the fully equipped, high-powered boat.",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/8e/35/9b.jpg"");"
1197,https://tripadvisor.ca/AttractionProductDetail-g154913-d12912636-Private_Group_Ski_Transfer_Calgary_to_Fernie-Calgary_Alberta.html,"Enjoy a hassle-free transfer to Fernie from Calgary with this private mini bus shuttle transfer, with space for up to 15 passengers and all your luggage and ski gear. Avoid the stress of navigating mountain roads in a rental car, and travel at a time that suits your schedule. Includes pickup from the airport or any hotel in Calgary and drop-off at select Fernie hotels.",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/60/00.jpg"");"
1198,https://tripadvisor.ca/AttractionProductDetail-g154948-d11469497-Whistler_Premium_Ski_Rental_Including_Delivery-Whistler_British_Columbia.html,"Avoid the chaos of ski rental facilities while in Windsor with this premium ski rental that includes delivery right to your hotel. You choose the day and time, and a technician brings your ski equipment to you, and lets you try it on to make sure you feel comfortable in it. Plus, after your rental time is up, you just arrange a time for pickup and sit back and relax.",5 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/0e/6f.jpg"");"
1199,https://tripadvisor.ca/AttractionProductDetail-g154948-d11469498-Whistler_Premium_Snowboard_Rental_Including_Delivery-Whistler_British_Columbia.html,"Have used Black Tie rentals the last two years, and have been overly impressed with their service both times. Delivery was on time, switching out equipment mid-week was easy, and returns were painless. Highly highly recommend!",5 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/0e/71.jpg"");"
1200,https://tripadvisor.ca/AttractionProductDetail-g154948-d11469500-Whistler_Snowboard_Rental_Package_Including_Delivery-Whistler_British_Columbia.html,"Whistler ranks among the finest ski resorts in Canada, but arranging ski hire on arrival cuts into precious mountain time. With this 2- to 5-day snowboard rental package, arrange your hire in advance and make the most of your time in the mountains. The premium delivery service comes straight to your accommodation—with custom fitting to ensure a perfect fit—and the slope-side service means you’re assured working kit throughout your stay.",5 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/0f/7b.jpg"");"
1201,https://tripadvisor.ca/AttractionProductDetail-g2269265-d11480114-Fraser_River_Full_Day_Fishing_Adventure_for_Salmon_or_Sturgeon-Fraser_Lake_British_Columbia.html,Hop on board the fully equipped jet boats for a day of fishing on the Fraser River. Known among anglers for its fall salmon run and its sturgeon fishing the Fraser is a great place to fish. Our fully insured guides take you out on the river to the best spots to spend an enjoyable day.,8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7b/23/bd.jpg"");"
1202,https://tripadvisor.ca/AttractionProductDetail-g154948-d11482782-Call_of_the_Wild_ATV_Tour-Whistler_British_Columbia.html,"We went on the Off Road Buggy Tour and it was an amazing experience led by Sascha. It was an amazing experience for my fiancé who was terrified initially of such complicated and complex vehicles, but after much negotiations talks with the amazing Sascha and his reassurances, we had a beautiful time and my fiancé drove all the way up to the top of the destination at record pace and kept up with our fearless brave leader Sascha.

He also took some amazing photographs of us at lookout points and is an endless well of scientific information related to the area! I now know I can eat lichen if I am ever lost in the forest :)",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/42/e0.jpg"");"
1206,https://tripadvisor.ca/AttractionProductDetail-g154935-d14937546-Nanaimo_Downtown_Harbour_Zipline-Nanaimo_Vancouver_Island_British_Columbia.html,"Zipline in the heart of downtown Nanaimo. The Zipline's incredible view of the park and ocean make it a must-do experience for anyone 7 and older. Ready, set, and FLY over 400 ft (112m) across Nanaimo's Maffeo Sutton Park while taking in the picturesque views of the Nanaimo harbour full of sailboats and coastal islands as you soar up to 50 ft (15 m) in the air. WildPlay's enthusiastic guides are always happy to help you feel at ease while getting ready to go on this scenic adventure. ",10–20 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/67/f9.jpg"");"
1207,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469631-Nanaimo_Bungy_Jump-Nanaimo_Vancouver_Island_British_Columbia.html,"Take the leap of a lifetime on this bungy-jump tour at WildPlay Nanaimo on Vancouver Island. Feel the adrenaline rush as you plummet 150 feet from a trestle bridge over the Nanaimo River. With help from a certified Jump Master, you choose from six levels and 15 styles for your initial jump and work your way up from there. Start with the Swan Dive and earn bragging rights with the Big Bobowski. Want proof of your fearlessness? Upgrade to include a GoPro that captures your experience on camera.",15–60 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/77/92/cd.jpg"");"
1208,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469633-40_Minute_Nanaimo_Zipline_Adventure-Nanaimo_Vancouver_Island_British_Columbia.html,"Fly through the air high above the Nanaimo River gorge on this guided zipline tour. From 100 feet (30.5 meters) above the river, you’ll cross the entire length of the park in two quick and easy flights that span 300 and 600 feet (91 and 182 meters) each. Plus, pass beneath the “Bungee Jump” bridge, which is famous for offering six levels of bungee jumps.",40m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/67/f6.jpg"");"
1209,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469634-Nanaimo_Kid_Aerial_Adventure-Nanaimo_Vancouver_Island_British_Columbia.html,"Enjoy a thrill ride on the Aerial Adventure Course at WildPlay Nanaimo in British Columbia, Canada. Climb, ride the zip line, jump, and swing through obstacle games. Young guests navigate log ladders, cargo nets, rope swings, tightropes, swinging logs, wobbly bridges, and more aerial surprises that gradually become higher and more challenging. This family friendly activity is available for anyone five years of age and older.",45–90 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3d/52/f0.jpg"");"
1210,https://tripadvisor.ca/AttractionProductDetail-g154935-d11469635-Nanaimo_Classic_Adventure_Course-Nanaimo_Vancouver_Island_British_Columbia.html,"Just a quick trip beyond central Vancouver, WildPlay Nanaimo offers a thrilling way to immerse yourself in nature. Make a booking in advance to secure your place, and get ready to take part in a treetop obstacle course, located up to 45 feet (14 meters) above the forest floor. Depending on your experience and preferences, you can choose from several different courses, try swings and bungee jumps, and other safe, adventurous challenges.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3d/53/82.jpg"");"
1211,https://tripadvisor.ca/AttractionProductDetail-g154922-d11469643-Maple_Ridge_Aerial_Adventure_Course-British_Columbia.html,"Conquer your fear of vertigo or heights with the Aerial Adventure Course, an outdoor park in Maple Ridge of aerial obstacle games and ziplines. Designed for adults, kids and groups, this course provides the perfect entertainment and bonding activity for families. Begin with ziplines at just six feet off the ground with the classic package. Or, upgrade to try higher ziplines and obstacles, or the What’s To Fear Jump, a loose-line plunge from 40 feet high. See you at the Tarzan Swing!",1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/67/f8.jpg"");"
1212,https://tripadvisor.ca/AttractionProductDetail-g154948-d11472431-Whistler_Half_Day_Spin_Fishing-Whistler_British_Columbia.html,"Walk and Wade River Systems or Fish Stillwater by use of Single Person Flotation devices (Vboats) depending on time of year. For opportunities to catch Rainbow Trout, Bull Trout, Cutthroat Trout, Chinook Salmon, Sockeye Salmon, Coho Salmon, Chum Salmon and Pink Salmon. Small Lake Vboat is set for Age 10 and up, however the River option is perfect for all ages and abilities.

Big scenery & hungry fish! Explore an untamed Coast Mountain River on foot and get into some of our favourite pools or quiet of pristine lake from your self-powered, single person inflatable Vboat. On this 5hour option, our professional guides will get you on the best fishing option for the time of season.

May 20th - July 5th is strictly Small Boat Vboat Opportunities. This is the time frame of the freshet making the rivers too high and fast to fish. ",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/c8/78/79.jpg"");"
1213,https://tripadvisor.ca/AttractionProductDetail-g154979-d15005761-Axe_Throwing_at_BATL_The_Backyard_Axe_Throwing_League_in_Kitchener_Waterloo-Ontario.html,"Our axe throwing voucher lasts approximately one hour, and includes one-on-one instruction on how to safely throw an axe from our expert instructors. This offer is only valid from 6pm - 9pm Friday, 12pm - 3pm Saturday and 2pm - 5pm Sunday. Our coaches will be on hand to teach those who have never thrown an axe before, and offer tips on technique for more experienced throwers. Similar to public skating, skiing or swimming – throwing takes place on shared lanes in a public setting, and guests may need to make allowance for other participants based on guidance from your BATL coach. Participation amount may vary based on total attendance. Spectators of all ages are welcome and only charged a fee if they decide to throw an axe. Minimum age of 16 years old to throw.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/23/97.jpg"");"
1214,https://tripadvisor.ca/AttractionProductDetail-g60974-d15681969-Winter_Hiking_Tour_at_Henry_of_Pelham_Winery-Buffalo_New_York.html,"Make the most of your winter vacation in St. Catharines with a 2-hour hiking tour around Henry of Pelham Winery. Follow your guide through the vineyards and keep your eyes peeled for wildlife, as you discover the history of the Pelham family. Break for fireside snacks and learn about the culture and traditions of First Nations people. Lastly, stop at a 19th century tavern and taste four wines of your choosing.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/01/4c/25.jpg"");"
1215,https://tripadvisor.ca/AttractionProductDetail-g182183-d13382714-Small_Private_Sleighride-Mont_Tremblant_Quebec.html,"Mont-Tremblant is famous for its outdoor adventure opportunities, with activities suited to visitors of all ages. On this family-friendly tour, enjoy a private sleigh ride through the forested wilderness outside Tremblant resort with your guide. Wrapped up comfortably against the cold winter air—with traditional Percheron horses harnessed ahead—traverse snowy fields and pine forests, and enjoy fine views over the mountain scenery.",45m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/6a/05.jpg"");"
1216,https://tripadvisor.ca/AttractionProductDetail-g154943-d14226868-Guided_Sunset_Hiking_Tour_transportation_guide_snacks_included-Vancouver_British_Columbia.html,"Outside Vancouver, the North Shore Mountains offer the chance to escape into the British Columbian wilderness—but it can be easy to get lost exploring the hiking trails independently. On this tour, enjoy round-trip transport from downtown Vancouver by air-conditioned vehicle and delve into the Canadian wilderness with your guide. Admire uninterrupted views over the surrounding peaks and valleys.",6–8 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/5d/9f.jpg"");"
1217,https://tripadvisor.ca/AttractionProductDetail-g60811-d14226890-NIAGARA_FALLS_ONTARIO_4_DAYS_BUS_TOUR_from_Baltimore-Baltimore_Maryland.html,"With this four days tour, go on a spree to visit the most prestigious locations in Niagara Falls, Ontario.

THREE NIGHTS STAY IN DOUBLE TREE FALLSVIEW RESORT & SPA BY HILTON NIAGARA FALLS WITH BREAKFAST BUFFET

Among the most beautiful natural wonders in the world, Niagara Falls are comprised of three waterfalls that thunder and astound, producing a higher flow rate than any other waterfall in the world and standing at a height of 167 feet.",4 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7b/1f/20.jpg"");"
1218,https://tripadvisor.ca/AttractionProductDetail-g154943-d14042149-City_Sights_E_Bike_Adventure_Tour_Guided-Vancouver_British_Columbia.html,"With just one day to take in Vancouver, this E-bike tour lets you explore much further than a walking tour. Zip along Vancouver's protected cycle paths False Creek and around Granville Island, cycle around Stanley Park, and admire landmarks including Science World, Brockton Point Lighthouse, and Prospect Point. Finish the morning with a picnic lunch at Second Beach, overlooking English Bay.",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/f0/a7.jpg"");"
1219,https://tripadvisor.ca/AttractionProductDetail-g154962-d14163567-Badger_Chute_Rafting-Newfoundland_and_Labrador.html,"Embark on a white-water rafting adventure on the Exploits River, and soak up Newfoundland’s beautiful scenery, on this family-friendly tour. Begin your day with a safety briefing; after changing into wetsuits, you’ll take a quick trip to the river. Upon arrival, hop into your rafts and head out on the water. Conquer rapids large and small, enjoy a picnic lunch, and then float back to the starting point, with plenty of swimming opportunities. Finish with a shared barbecue dinner.",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/77/96/e8.jpg"");"
1220,https://tripadvisor.ca/AttractionProductDetail-g154948-d14948432-Whistler_Sky_Walk-Whistler_British_Columbia.html,"If you want to hike on Whistler Mountain but lack mountain climbing experience, technical skills, or confidence, then this guided excursion is ideal. Purchase a gondola ticket and ride to the top. Set off with a guide, who will offer commentary and support, and help you clip into a cable to pass along cliff tops and suspension bridges.",2–3 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6b/96/33.jpg"");"
1222,https://tripadvisor.ca/AttractionProductDetail-g181771-d13969479-Cheakamus_Family_Adventure-Squamish_British_Columbia.html,"Experience a side of British Columbia's landscape rarely seen by visitors on an adrenaline-filled rafting tour through the Cheakamus River. In addition to navigating, your guide provides all necessary safety gear and points out landmarks along the way. Stress-free round-trip transport from Squamish and Whistler, a picnic lunch, and complimentary photo souvenirs make this tour a popular choice for visiting families.",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/bf/87/81.jpg"");"
1223,https://tripadvisor.ca/AttractionProductDetail-g154948-d12566574-Whistler_Backcountry_Skiing_and_Splitboarding-Whistler_British_Columbia.html,"Whistler Blackcomb is already the largest ski resort in Canada but backcountry skiing offers even more possibilities to get your powder fix. On this tour, venture off-piste and enjoy an unforgettable backcountry skiing or splitboarding experience, with a local guide to show you all the most thrilling descents and spectacular views. Suitable only for intermediate and advanced skiers, this adrenaline-fuelled tour is limited to just six participants ensuring a personalized experience.",8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/fe/be/bb.jpg"");"
1224,https://tripadvisor.ca/AttractionProductDetail-g154948-d11455563-Half_Day_Guided_Horseback_Ride_at_Birkenhead_Lake-Whistler_British_Columbia.html,Hop in the saddle and explore Pemberton’s rugged backcountry in style on this half-day guided horseback ride at Birkenhead Lake. Travel by horseback into the wilds of the Birkenhead Lake National Park. Follow your guide along winding forest tracks where native birds chirp in the leafy canopy. Climb steep mountainsides to high vantage points and take in panoramic views over the rolling landscape. Gaze out over the shimmering surface of majestic Birkenhead Lake and enjoy a light snack along the way to keep your — and your horse’s — energy levels up!,5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/44/32.jpg"");"
1225,https://tripadvisor.ca/AttractionProductDetail-g154948-d11455564-3_Day_Historic_Li_lik_hel_Mine_Expedition-Whistler_British_Columbia.html,"Saddle up and ride out into the Canadian wilderness on this 3-day historic Lil-Lik-Hel Mine expedition from Pemberton. Travel by horseback along trails used by miners during the gold rush years in the early 1900s, and gain insight into the life they led. Explore the ancient Lil-Lik-Hel Mine with your guide and learn how the miners struck gold by following veins in the rock. From your base camp, enjoy day-rides to different locations throughout the countryside. Spend your evenings at the fireside under the stars in comfortable tented accommodation.",3 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/44/34.jpg"");"
1226,https://tripadvisor.ca/AttractionProductDetail-g154948-d11455565-3_Day_Tenquille_Lake_Expedition-Whistler_British_Columbia.html,"Explore the wilds of British Columbia’s spectacular Coast Mountain Range by horseback on this 3-day Tenquille Lake expedition. Climb into the saddle and follow your guide along winding trails through dense forests, fast-flowing rivers and rolling alpine meadows. Travel beneath the soaring peaks of Finch Ridge, Copper Mound and Mt McLeod to the shimmering waters of Tenquille Lake. Enjoy a relaxed hike round the lake and take in panoramic views over the forests and mountains beyond. Savor delicious campfire dinners and relaxing nights’ sleep in tented accommodation by the fireside.",3 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/44/42.jpg"");"
1227,https://tripadvisor.ca/AttractionProductDetail-g154943-d15067883-Grouse_Mountain_Ropes_Adventure-Vancouver_British_Columbia.html,"See British Columbia in a unique way, with a treetops adventure at Grouse Mountain. This ropes course consists of four aerial challenges that vary in level of difficulty. Experience diverse elements throughout the course, such as ziplines, bridges, tunnels, and slacklines. Ride the Grouse Mountain cable car up the forested slopes for phenomenal views—ticket included.",2–3 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7b/6e/ba.jpg"");"
1228,https://tripadvisor.ca/AttractionProductDetail-g154939-d11990893-Bulkley_Valley_Horseback_Ride-Prince_Rupert_British_Columbia.html,"This guided horseback ride through the Bulkley Valley is ideal for groups and children with a wide range of skill and comfort levels. Meet your guide at a family-run ranch in Smithers and learn about the horses and other farm animals on-site. Then ride a horse into the nearby countryside over a variety of terrain, from hilly forest to open grassland.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/37/1e.jpg"");"
1229,https://tripadvisor.ca/AttractionProductDetail-g154948-d11480604-Whistler_Via_Ferrata_Tour-Whistler_British_Columbia.html,"Enjoy a thrilling rock climbing experience at Whistler on this ‘Via Ferrata’ tour. With safety cables and metal rungs to help you climb, it’s an activity suitable even for first-time climbers. Challenge yourself to climb the entire route and feel a rush of adrenaline as you reach the 7,087 foot (2160-meter) mountain summit.",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/b3/79/15.jpg"");"
1231,https://tripadvisor.ca/AttractionProductDetail-g155025-d14330386-Paintball-Quebec.html,"Get competitive with a fun game of paintball at Mont-Tremblant Paintball. Start with a briefing covering safety and how to use the equipment before entering the paintball park with four different kinds of terrain. Players of all experience levels are welcome and comprehensive packages include paintball guns, gloves, ammunition belts, and all-weather paintballs.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/69/fa.jpg"");"
1232,https://tripadvisor.ca/AttractionProductDetail-g181771-d11480700-Squamish_Via_Ferrata_Tour-Squamish_British_Columbia.html,"Take on a daring but safe climbing experience — the Sea to Sky Corridor’s Via Ferrata in Squamish. Italian for ‘Iron Way,’ this engineered vertical adventure consists of metal rungs and a specialized cable system. Once you get used to how high up you are in the mountains, look around for fantastic views of Howe Sound and nearby peaks. With a secured route throughout, this fully guided tour is a fun outing for adventurers ages 8 and up.",1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/88/ca/a6.jpg"");"
1233,https://tripadvisor.ca/AttractionProductDetail-g155004-d12466339-Algonquin_Park_Adventure_Lodge_4_Day_Trip-Ottawa_Ontario.html,"Escape the hustle of city life and visit Algonquin Park Adventure Lodge for a guided, 4-day excursion. Accessible from downtown Toronto’s Bay Street station, this park is often referred to as the Gem of the Ontario Parks system. Algonquin Park covers almost 8,000 square kilometers of lakes, streams, rivers, bogs and forests. See an abundance of wildlife and enjoy daytime outdoor activities like canoeing, kayaking, biking, stand-up paddle boarding, hiking, and much more. At night, enjoy peaceful evenings next to a campfire. Three nights lodging and all meals are included.",4 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/f2/64/83.jpg"");"
1234,https://tripadvisor.ca/AttractionProductDetail-g154948-d12566845-Whistler_Full_Day_Fly_Fishing-Whistler_British_Columbia.html,"Walk and Wade River Systems or Fish Stillwater by use of Single Person Flotation devices (Vboats) depending on time of year. For opportunities to catch Rainbow Trout, Bull Trout, Cutthroat Trout, Chinook Salmon, Sockeye Salmon, Coho Salmon, Chum Salmon and Pink Salmon. 

Big scenery & hungry fish! Explore an untamed Coast Mountain River on foot and get into some of our favourite pools or quiet of pristine lake from your self-powered, single person inflatable Vboat. On this 8 hour option, our professional guides will get you on the best fishing option for the time of season.

May 20th - July 5th is strictly Small Boat Vboat Opportunities. This is the time frame of the freshet making the rivers too high and fast to fish. ",8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/71/ae.jpg"");"
1235,https://tripadvisor.ca/AttractionProductDetail-g154943-d15341759-Whistler_Extreme_Private_Adventure-Vancouver_British_Columbia.html,"Experience the best of Whistler Extreme Adventure with a Local Guide. 

This tour is perfect if you love extreme sports - Bungee Diving, nature, spectacular physical landscape sceneries, fiords, majestic mountains, and small village charm. 

Enjoy a luxurious, and scenic ride on the spectacular Sea to Sky Highway, stop by Whistler Wilderness, to experience the adrenalin pumping sports of Bungee Diving - definitely not for the faint hearted, and finally to the world renowned resort of Whistler. Along the way, you'll cross the Stanley Park Causeway, pass the historical Britannia Mine Museum, the Shannon Falls Provincial Park, the steep cliffs of Squamish, and the Brandywine Falls Provincial Park. Closing in at to Whistler wilderness, at the Chekamus River gorge, its Bungee Diving time! At Whistler, explore at your pace, free and easy. Ride the Peak2Peak gondola.",9h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/d6/ec/e5.jpg"");"
1236,https://tripadvisor.ca/AttractionProductDetail-g155033-d15655445-Parc_de_la_Chute_Montmorency_Double_Zip_Line-Quebec_City_Quebec.html,"Get your adrenaline flowing as you zoom past Montmorency Falls on a zipline activity. After a safety briefing, put on a provided helmet, strap in, and enjoy the 984-foot (300-meter) journey past the spectacular falls. If you want to add some companionship or friendly competition to your aerial adventure, you can zip parallel with another person.",1h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/08/3f/bd/59.jpg"");"
1237,https://tripadvisor.ca/AttractionProductDetail-g154911-d13642025-6_Day_Halfway_Lodge_Backcountry_Trip_by_Horseback-Banff_Banff_National_Park_Alberta.html,"Leave civilization far behind and saddle up for a six-day ride through the Canadian Rocky Mountains and along trails during this guided, horseback riding tour. Ride along the Bow River fed with cool glacial water to your first of two rustic lodge accommodations. Head up the stunning Allenby Pass and be rewarded with aerial views from 8,100 feet (2,468 meters) and enjoy hearty, delicious dinners at the lodge after your rides.",6 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/c4/d7/60.jpg"");"
1238,https://tripadvisor.ca/AttractionProductDetail-g154922-d12812753-Skaha_Bluffs_Provincial_Park_Guided_Rock_Climbing_Experience_from_Penticton-British_Columbia.html,"Home to some of Canada’s best rock-climbing opportunities, Skaha Bluffs Provincial Park combines a wide variety of climbing routes with a beautiful natural setting—and this half-day tour provides a seamless way to discover the region. Make your own way to the park, meet your guide, grab your equipment, and get acquainted with the topography. As this is a small-group tour, you’ll receive plenty of individual instruction and guidance, and can take advantage of various climbing routes based on your comfort and experience levels.",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6b/92/af.jpg"");"
